"Number","Name","AssetId","TechnologyId","Category","TypeA","TypeB","Rank","Rarity","Price","Weight","StackSize","Description","ImageUrl","LocalIcon","PaldeckUrl","CommandGive","CommandGiveMe"
,"Ability Glasses","Accessory_TalentChecker","Accessory_TalentChecker","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","2","51600","1","1","Glasses used to discern hidden Pal potentials. Displays Health, Attack and Defense stats on a scale of 0 to 100.",,,"https://paldeck.cc/items/Accessory_TalentChecker","!give Accessory_TalentChecker:9999","!giveme Accessory_TalentChecker:9999"
,"Ring of Electric Resistance","Accessory_ThunderResist_1","Accessory_ThunderResist_1","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","2","16680","2","1","An accessory that reduces incoming Electric damage.",,,"https://paldeck.cc/items/Accessory_ThunderResist_1","!give Accessory_ThunderResist_1:9999","!giveme Accessory_ThunderResist_1:9999"
,"Ring of Electric Resistance +1","Accessory_ThunderResist_2","Accessory_ThunderResist_2","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","2","1","2","1","An accessory that reduces incoming Electric damage.",,,"https://paldeck.cc/items/Accessory_ThunderResist_2","!give Accessory_ThunderResist_2:9999","!giveme Accessory_ThunderResist_2:9999"
,"Ring of Electric Resistance +2","Accessory_ThunderResist_3","Accessory_ThunderResist_3","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","8","2","1","2","1","An accessory that reduces incoming Electric damage.",,,"https://paldeck.cc/items/Accessory_ThunderResist_3","!give Accessory_ThunderResist_3:9999","!giveme Accessory_ThunderResist_3:9999"
,"Islander's Tool Belt","Accessory_WKMC_1","Accessory_WKMC_1","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","3","3","58620","2","1","An accessory that greatly raises carrying capacity. It also significantly increases work speed.",,,"https://paldeck.cc/items/Accessory_WKMC_1","!give Accessory_WKMC_1:9999","!giveme Accessory_WKMC_1:9999"
,"Pendant of Diligence","Accessory_WorkSpeed_1","Accessory_WorkSpeed_1","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","2","16500","2","1","An accessory that raises Work Speed.",,,"https://paldeck.cc/items/Accessory_WorkSpeed_1","!give Accessory_WorkSpeed_1:9999","!giveme Accessory_WorkSpeed_1:9999"
,"Pendant of Diligence +1","Accessory_WorkSpeed_2","Accessory_WorkSpeed_2","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","2","1","2","1","An accessory that raises Work Speed.",,,"https://paldeck.cc/items/Accessory_WorkSpeed_2","!give Accessory_WorkSpeed_2:9999","!giveme Accessory_WorkSpeed_2:9999"
,"Pendant of Diligence +2","Accessory_WorkSpeed_3","Accessory_WorkSpeed_3","Accessories","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","2","1","2","1","An accessory that raises Work Speed.",,,"https://paldeck.cc/items/Accessory_WorkSpeed_3","!give Accessory_WorkSpeed_3:9999","!giveme Accessory_WorkSpeed_3:9999"
,"Small Pouch","AdditionalInventory_001","AdditionalInventory_001","Essential","EPalItemTypeA::Essential","EPalItemTypeB::Essential_AdditionalInventory","1","0","1","0","9999","A small pouch that allows you to carry additional items. Holding it increases your inventory slots. Carrying one is enough.",,,"https://paldeck.cc/items/AdditionalInventory_001","!give AdditionalInventory_001:9999","!giveme AdditionalInventory_001:9999"
,"Medium Pouch","AdditionalInventory_002","AdditionalInventory_002","Essential","EPalItemTypeA::Essential","EPalItemTypeB::Essential_AdditionalInventory","2","1","1","0","9999","A modest pouch that allows you to carry additional items. Holding it increases your inventory slots. Carrying one is enough.",,,"https://paldeck.cc/items/AdditionalInventory_002","!give AdditionalInventory_002:9999","!giveme AdditionalInventory_002:9999"
,"Large Pouch","AdditionalInventory_003","AdditionalInventory_003","Essential","EPalItemTypeA::Essential","EPalItemTypeB::Essential_AdditionalInventory","3","2","1","0","9999","A large pouch that allows you to carry additional items. Holding it increases your inventory slots. Carrying one is enough.",,,"https://paldeck.cc/items/AdditionalInventory_003","!give AdditionalInventory_003:9999","!giveme AdditionalInventory_003:9999"
,"Giant Pouch","AdditionalInventory_004","AdditionalInventory_004","Essential","EPalItemTypeA::Essential","EPalItemTypeB::Essential_AdditionalInventory","4","3","1","0","9999","A massive pouch that allows you to carry additional items. Holding it increases your inventory slots. Carrying one is enough.",,,"https://paldeck.cc/items/AdditionalInventory_004","!give AdditionalInventory_004:9999","!giveme AdditionalInventory_004:9999"
,"Kinship Peach","AffectionFruit_01","AffectionFruit_01","Consumables","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalGainFriendshipPoint","4","3","30000","1","9999","A rarely seen magical fruit. It is said that a Pal who eats it will open its heart to humans. Choose carefully which Pal you give it to.",,,"https://paldeck.cc/items/AffectionFruit_01","!give AffectionFruit_01:9999","!giveme AffectionFruit_01:9999"
,"Little Kinship Peach","AffectionFruit_02","AffectionFruit_02","Consumables","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalGainFriendshipPoint","4","1","20000","1","9999","A small fruit filled with kindness. It is said that a Pal who eats it will open its heart to humans. Choose carefully which Pal you give it to.",,,"https://paldeck.cc/items/AffectionFruit_02","!give AffectionFruit_02:9999","!giveme AffectionFruit_02:9999"
,"AI Core","AIcore","AIcore","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","5","0","252940","10","9999","A core component essential to cutting-edge devices, enabling complex decision-making and autonomous control. Can be crafted at Advanced Workshop.",,,"https://paldeck.cc/items/AIcore","!give AIcore:9999","!giveme AIcore:9999"
,"en Text","AirGrapplingGun","AirGrapplingGun","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","1","0","1","1","1","Unknown Description (AirGrapplingGun)",,,"https://paldeck.cc/items/AirGrapplingGun","!give AirGrapplingGun:9999","!giveme AirGrapplingGun:9999"
,"Ancient Armor","AncientArmor","AncientArmor","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","0","1169780","40","1","Ancient armor forged from Soralite Ingot. Crafted with the essence of a lost civilization, it boasts overwhelming defensive power and is capable of withstanding cataclysmic threats.",,,"https://paldeck.cc/items/AncientArmor","!give AncientArmor:9999","!giveme AncientArmor:9999"
,"Ancient Armor +1","AncientArmor_2","AncientArmor_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","1","1237460","40","1","Ancient armor forged from Soralite Ingot. Crafted with the essence of a lost civilization, it boasts overwhelming defensive power and is capable of withstanding cataclysmic threats.",,,"https://paldeck.cc/items/AncientArmor_2","!give AncientArmor_2:9999","!giveme AncientArmor_2:9999"
,"Ancient Armor +2","AncientArmor_3","AncientArmor_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","2","1611310","40","1","Ancient armor forged from Soralite Ingot. Crafted with the essence of a lost civilization, it boasts overwhelming defensive power and is capable of withstanding cataclysmic threats.",,,"https://paldeck.cc/items/AncientArmor_3","!give AncientArmor_3:9999","!giveme AncientArmor_3:9999"
,"Ancient Armor +3","AncientArmor_4","AncientArmor_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","3","1976520","40","1","Ancient armor forged from Soralite Ingot. Crafted with the essence of a lost civilization, it boasts overwhelming defensive power and is capable of withstanding cataclysmic threats.",,,"https://paldeck.cc/items/AncientArmor_4","!give AncientArmor_4:9999","!giveme AncientArmor_4:9999"
,"Ancient Armor +4","AncientArmor_5","AncientArmor_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","4","2350370","40","1","Ancient armor forged from Soralite Ingot. Crafted with the essence of a lost civilization, it boasts overwhelming defensive power and is capable of withstanding cataclysmic threats.",,,"https://paldeck.cc/items/AncientArmor_5","!give AncientArmor_5:9999","!giveme AncientArmor_5:9999"
,"Cold-Resistant Ancient Armor","AncientArmorCold","AncientArmorCold","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","0","2144040","35","1","Refined Ancient Armor. Its cold resistance has been further enhanced using ancient technology, allowing the wearer to maintain their strength even in extreme cold regions.",,,"https://paldeck.cc/items/AncientArmorCold","!give AncientArmorCold:9999","!giveme AncientArmorCold:9999"
,"Cold-Resistant Ancient Armor +1","AncientArmorCold_2","AncientArmorCold_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","1","2601220","40","1","Refined Ancient Armor. Its cold resistance has been further enhanced using ancient technology, allowing the wearer to maintain their strength even in extreme cold regions.",,,"https://paldeck.cc/items/AncientArmorCold_2","!give AncientArmorCold_2:9999","!giveme AncientArmorCold_2:9999"
,"Cold-Resistant Ancient Armor +2","AncientArmorCold_3","AncientArmorCold_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","2","3072700","40","1","Refined Ancient Armor. Its cold resistance has been further enhanced using ancient technology, allowing the wearer to maintain their strength even in extreme cold regions.",,,"https://paldeck.cc/items/AncientArmorCold_3","!give AncientArmorCold_3:9999","!giveme AncientArmorCold_3:9999"
,"Cold-Resistant Ancient Armor +3","AncientArmorCold_4","AncientArmorCold_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","3","3523870","40","1","Refined Ancient Armor. Its cold resistance has been further enhanced using ancient technology, allowing the wearer to maintain their strength even in extreme cold regions.",,,"https://paldeck.cc/items/AncientArmorCold_4","!give AncientArmorCold_4:9999","!giveme AncientArmorCold_4:9999"
,"Cold-Resistant Ancient Armor +4","AncientArmorCold_5","AncientArmorCold_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","4","4298880","40","1","Refined Ancient Armor. Its cold resistance has been further enhanced using ancient technology, allowing the wearer to maintain their strength even in extreme cold regions.",,,"https://paldeck.cc/items/AncientArmorCold_5","!give AncientArmorCold_5:9999","!giveme AncientArmorCold_5:9999"
,"Heat-Resistant Ancient Armor","AncientArmorHeat","AncientArmorHeat","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","0","2189330","35","1","Refined Ancient Armor. Its heat resistance has been further enhanced using ancient technology, allowing it to endure scorching environments",,,"https://paldeck.cc/items/AncientArmorHeat","!give AncientArmorHeat:9999","!giveme AncientArmorHeat:9999"
,"Heat-Resistant Ancient Armor +1","AncientArmorHeat_2","AncientArmorHeat_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","1","2650880","40","1","Refined Ancient Armor. Its heat resistance has been further enhanced using ancient technology, allowing it to endure scorching environments",,,"https://paldeck.cc/items/AncientArmorHeat_2","!give AncientArmorHeat_2:9999","!giveme AncientArmorHeat_2:9999"
,"Heat-Resistant Ancient Armor +2","AncientArmorHeat_3","AncientArmorHeat_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","2","3140630","40","1","Refined Ancient Armor. Its heat resistance has been further enhanced using ancient technology, allowing it to endure scorching environments",,,"https://paldeck.cc/items/AncientArmorHeat_3","!give AncientArmorHeat_3:9999","!giveme AncientArmorHeat_3:9999"
,"Heat-Resistant Ancient Armor +3","AncientArmorHeat_4","AncientArmorHeat_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","3","3596180","40","1","Refined Ancient Armor. Its heat resistance has been further enhanced using ancient technology, allowing it to endure scorching environments",,,"https://paldeck.cc/items/AncientArmorHeat_4","!give AncientArmorHeat_4:9999","!giveme AncientArmorHeat_4:9999"
,"Heat-Resistant Ancient Armor +4","AncientArmorHeat_5","AncientArmorHeat_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","4","4389460","40","1","Refined Ancient Armor. Its heat resistance has been further enhanced using ancient technology, allowing it to endure scorching environments",,,"https://paldeck.cc/items/AncientArmorHeat_5","!give AncientArmorHeat_5:9999","!giveme AncientArmorHeat_5:9999"
,"Lightweight Ancient Armor","AncientArmorWeight","AncientArmorWeight","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","0","2751100","35","1","Refined Ancient Armor. It is equipped with ancient auxiliary mechanisms, allowing the wearer to carry more supplies.",,,"https://paldeck.cc/items/AncientArmorWeight","!give AncientArmorWeight:9999","!giveme AncientArmorWeight:9999"
,"Lightweight Ancient Armor +1","AncientArmorWeight_2","AncientArmorWeight_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","1","3208270","40","1","Refined Ancient Armor. It is equipped with ancient auxiliary mechanisms, allowing the wearer to carry more supplies.",,,"https://paldeck.cc/items/AncientArmorWeight_2","!give AncientArmorWeight_2:9999","!giveme AncientArmorWeight_2:9999"
,"Lightweight Ancient Armor +2","AncientArmorWeight_3","AncientArmorWeight_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","2","3983280","40","1","Refined Ancient Armor. It is equipped with ancient auxiliary mechanisms, allowing the wearer to carry more supplies.",,,"https://paldeck.cc/items/AncientArmorWeight_3","!give AncientArmorWeight_3:9999","!giveme AncientArmorWeight_3:9999"
,"Lightweight Ancient Armor +3","AncientArmorWeight_4","AncientArmorWeight_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","3","4737980","40","1","Refined Ancient Armor. It is equipped with ancient auxiliary mechanisms, allowing the wearer to carry more supplies.",,,"https://paldeck.cc/items/AncientArmorWeight_4","!give AncientArmorWeight_4:9999","!giveme AncientArmorWeight_4:9999"
,"Lightweight Ancient Armor +4","AncientArmorWeight_5","AncientArmorWeight_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","10","4","5512990","40","1","Refined Ancient Armor. It is equipped with ancient auxiliary mechanisms, allowing the wearer to carry more supplies.",,,"https://paldeck.cc/items/AncientArmorWeight_5","!give AncientArmorWeight_5:9999","!giveme AncientArmorWeight_5:9999"
,"Ancient Helm","AncientHelmet","AncientHelmet","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","10","0","779860","15","1","An ancient helmet forged from Soralite Ingot. It is imbued with wisdom passed down through the ages, protecting its wearer with unwavering strength. Its defensive capabilities far surpass those of modern equipment.",,,"https://paldeck.cc/items/AncientHelmet","!give AncientHelmet:9999","!giveme AncientHelmet:9999"
,"Ancient Helm +1","AncientHelmet_2","AncientHelmet_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","10","1","830260","15","1","An ancient helmet forged from Soralite Ingot. It is imbued with wisdom passed down through the ages, protecting its wearer with unwavering strength. Its defensive capabilities far surpass those of modern equipment.",,,"https://paldeck.cc/items/AncientHelmet_2","!give AncientHelmet_2:9999","!giveme AncientHelmet_2:9999"
,"Ancient Helm +2","AncientHelmet_3","AncientHelmet_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","10","2","1178180","15","1","An ancient helmet forged from Soralite Ingot. It is imbued with wisdom passed down through the ages, protecting its wearer with unwavering strength. Its defensive capabilities far surpass those of modern equipment.",,,"https://paldeck.cc/items/AncientHelmet_3","!give AncientHelmet_3:9999","!giveme AncientHelmet_3:9999"
,"Ancient Helm +3","AncientHelmet_4","AncientHelmet_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","10","3","1526110","15","1","An ancient helmet forged from Soralite Ingot. It is imbued with wisdom passed down through the ages, protecting its wearer with unwavering strength. Its defensive capabilities far surpass those of modern equipment.",,,"https://paldeck.cc/items/AncientHelmet_4","!give AncientHelmet_4:9999","!giveme AncientHelmet_4:9999"
,"Ancient Helm +4","AncientHelmet_5","AncientHelmet_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","10","4","1874040","15","1","An ancient helmet forged from Soralite Ingot. It is imbued with wisdom passed down through the ages, protecting its wearer with unwavering strength. Its defensive capabilities far surpass those of modern equipment.",,,"https://paldeck.cc/items/AncientHelmet_5","!give AncientHelmet_5:9999","!giveme AncientHelmet_5:9999"
,"Ancient Civilization Core","AncientParts2","AncientParts2","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","8","4","2000","1","9999","Core from technology that was lost long ago. Nearly impossible to find on the Palpagos Islands, it contains a wealth of forgotten knowledge.",,,"https://paldeck.cc/items/AncientParts2","!give AncientParts2:9999","!giveme AncientParts2:9999"
